# SERVED MODEL: claude-opus-5-5 — X.W12.u3 the full UIA-V disposition table (every `#### UIA-V-` row of audit/UI-AUDIT-value.md: 676 numbered + 3 held). Columns: id sev page owner bucket disposition. sha = cured by that commit; O-59 = glass relay X-ALL-BK-UI-AUDIT.md (other O-rows named); HONEST-RED <ID> / R-5 HOLD / VERDICT = standing honest-RED or measured verdict; SUPPLEMENT X-W12S = consumer residue routed row by row to the X-W12 supplement (§0bl). Built by build-disposition-u3.py.
UIA-V-444	MEDIUM	admin-tags	GLASS	O-row	O-59
UIA-V-445	MEDIUM	not-found	GLASS	O-row	O-59
UIA-V-446	MEDIUM	not-found	CONSUMER	sha	b6f90b5c [.u3]
UIA-V-447	MEDIUM	not-found	CONSUMER	sha	b6f90b5c [.u3]
UIA-V-448	MEDIUM	not-found	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-449	MEDIUM	not-found	CONSUMER	sha	b6f90b5c [.u3]
UIA-V-450	MEDIUM	not-found	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-451	MEDIUM	not-found	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-452	MEDIUM	pane-plates	GLASS+CONSUMER	O-row+supplement	O-59 (glass half) · RESIDUE-U3 → SUPPLEMENT X-W12S (consumer half)
UIA-V-453	MEDIUM	pane-plates	CONSUMER	sha	f8fa42d4 [.u3]
UIA-V-454	MEDIUM	pane-plates	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-455	MEDIUM	pane-plates	CONSUMER	sha	2480c047 [.u3]
UIA-V-456	MEDIUM	pane-plates	GLASS+CONSUMER	O-row+supplement	O-59 (glass half) · RESIDUE-U3 → SUPPLEMENT X-W12S (consumer half)
UIA-V-457	MEDIUM	pointer-debug-overlay	GLASS	O-row	O-59
UIA-V-458	MEDIUM	pointer-debug-overlay	CONSUMER	sha	e3d459de [.u3]
UIA-V-459	MEDIUM	pointer-debug-overlay	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-460	MEDIUM	pointer-debug-overlay	CONSUMER	sha	e3d459de [.u3]
UIA-V-461	LOW	app-ground-atmosphere	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-462	LOW	app-ground-atmosphere	CONSUMER	sha	1a696ca6 (D2-D4: the opening breath on one clock, once; no KeepAlive-return replay of plate-land/blob-emerge) [.b, mapped by .u3]
UIA-V-463	LOW	app-ground-atmosphere	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-464	LOW	app-ground-atmosphere	UNRESOLVED	honest-RED/verdict	VERDICT NOT-A-DEFECT (transient overlay-scrollbar thumb; x=382 samples measured) [.u1]
UIA-V-465	LOW	home-picker	GLASS	O-row	O-59
UIA-V-466	LOW	home-picker	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-467	LOW	home-picker	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-468	LOW	home-picker	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-469	LOW	home-picker	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-470	LOW	home-picker	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-471	LOW	home-picker	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-472	LOW	about-pane	GLASS+CONSUMER	O-row+supplement	O-59 (glass half) · RESIDUE-U3 → SUPPLEMENT X-W12S (consumer half)
UIA-V-473	LOW	about-pane	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-474	LOW	about-pane	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-475	LOW	about-pane	GLASS+CONSUMER	O-row+supplement	O-59 (glass half) · RESIDUE-U3 → SUPPLEMENT X-W12S (consumer half)
UIA-V-476	LOW	about-pane	GLASS+CONSUMER	O-row+supplement	O-59 (glass half) · RESIDUE-U3 → SUPPLEMENT X-W12S (consumer half)
UIA-V-477	LOW	about-pane	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-478	LOW	about-pane	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-479	LOW	color-space-select	CONSUMER	sha	67bc5144 [.t]
UIA-V-480	LOW	color-space-select	CONSUMER	sha	67bc5144 [.t]
UIA-V-481	LOW	color-space-select	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-482	LOW	color-space-select	GLASS+CONSUMER	O-row+supplement	O-59 (glass half) · RESIDUE-U3 → SUPPLEMENT X-W12S (consumer half)
UIA-V-483	LOW	color-space-select	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-484	LOW	color-space-select	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-485	LOW	color-space-select	GLASS	O-row	O-59
UIA-V-486	LOW	dock-main	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-487	LOW	dock-main	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-488	LOW	dock-main	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-489	LOW	dock-main	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-490	LOW	dock-main	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-491	LOW	dock-main	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-492	LOW	dock-view-select	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-493	LOW	dock-view-select	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-494	LOW	dock-view-select	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-495	LOW	dock-view-select	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-496	LOW	dock-view-select	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-497	LOW	dock-view-select	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-498	LOW	dock-view-select	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-499	LOW	dock-view-select	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-500	LOW	dock-action-bar-color	GLASS+CONSUMER	sha	04b1e822 [.e]
UIA-V-501	LOW	dock-action-bar-color	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-502	LOW	dock-action-bar-color	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-503	LOW	dock-action-bar-color	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-504	LOW	dock-action-bar-color	GLASS+CONSUMER	O-row+supplement	O-59 (glass half) · RESIDUE-U3 → SUPPLEMENT X-W12S (consumer half)
UIA-V-505	LOW	dock-color-input	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-506	LOW	dock-color-input	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-507	LOW	dock-color-input	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-508	LOW	dock-color-input	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-509	LOW	dock-color-input	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-510	LOW	dock-slug-edit-layer	GLASS+CONSUMER	O-row+supplement	O-59 (glass half) · RESIDUE-U3 → SUPPLEMENT X-W12S (consumer half)
UIA-V-511	LOW	dock-slug-edit-layer	GLASS+CONSUMER	sha	b4173137 [.u3]
UIA-V-512	LOW	dock-slug-edit-layer	GLASS	O-row	O-59
UIA-V-513	LOW	dock-slug-edit-layer	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-514	LOW	dock-mobile-menu	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-515	LOW	dock-mobile-menu	GLASS+CONSUMER	O-row+supplement	O-59 (glass half) · RESIDUE-U3 → SUPPLEMENT X-W12S (consumer half)
UIA-V-516	LOW	dock-mobile-menu	CONSUMER	sha	b4173137 [.u3]
UIA-V-517	LOW	dock-mobile-menu	GLASS+CONSUMER	O-row+supplement	O-59 (glass half) · RESIDUE-U3 → SUPPLEMENT X-W12S (consumer half)
UIA-V-518	LOW	dock-profile-menu	GLASS+CONSUMER	O-row+supplement	O-59 (glass half) · RESIDUE-U3 → SUPPLEMENT X-W12S (consumer half)
UIA-V-519	LOW	dock-profile-menu	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-520	LOW	dock-profile-menu	GLASS+CONSUMER	O-row+supplement	O-59 (glass half) · RESIDUE-U3 → SUPPLEMENT X-W12S (consumer half)
UIA-V-521	LOW	dock-mbabb-menu	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-522	LOW	dock-mbabb-menu	GLASS	O-row	O-59
UIA-V-523	LOW	dock-mbabb-menu	GLASS	O-row	O-59
UIA-V-524	LOW	palettes-view	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-525	LOW	palettes-view	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-526	LOW	palettes-view	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-527	LOW	palettes-view	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-528	LOW	palettes-view	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-529	LOW	palettes-view	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-530	LOW	palettes-view	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-531	LOW	palette-scene-actions	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-532	LOW	palette-scene-actions	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-533	LOW	palette-scene-actions	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-534	LOW	palette-scene-actions	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-535	LOW	palette-scene-actions	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-536	LOW	palette-scene-actions	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-537	LOW	palette-scene-actions	UNRESOLVED	O-row+honest-RED/verdict	VERDICT GLASS → O-59 (Dialog placement=right surface; consumer class carries width/flex only) [.u1]
UIA-V-538	LOW	palette-card-menu	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-539	LOW	palette-card-menu	GLASS	O-row	O-59 [.u1]
UIA-V-540	LOW	palette-card-menu	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-541	LOW	palette-card-menu	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-542	LOW	palette-card-menu	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-543	LOW	palette-card-menu	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-544	LOW	palettes-delete-all-dialog	GLASS	O-row	O-59 [.u1]
UIA-V-545	LOW	palettes-delete-all-dialog	GLASS	O-row	O-59 [.u1]
UIA-V-546	LOW	palettes-delete-all-dialog	GLASS+CONSUMER	O-row+supplement	O-59 + RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-547	LOW	palettes-delete-all-dialog	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-548	LOW	palettes-delete-all-dialog	GLASS	O-row	O-59 [.u1]
UIA-V-549	LOW	palettes-delete-all-dialog	GLASS	O-row	O-59 [.u1]
UIA-V-550	LOW	palettes-delete-all-dialog	GLASS	O-row	O-59 [.u1]
UIA-V-551	LOW	browse-view	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-552	LOW	browse-view	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-553	LOW	browse-view	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-554	LOW	browse-view	GLASS+CONSUMER	O-row+supplement	O-59 + RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-555	LOW	browse-view	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-556	LOW	browse-view	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-557	LOW	browse-view	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-558	LOW	browse-search-filter	GLASS	O-row	O-59 [.u1]
UIA-V-559	LOW	browse-search-filter	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-560	LOW	browse-search-filter	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-561	LOW	browse-search-filter	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-562	LOW	browse-search-filter	GLASS+CONSUMER	O-row+supplement	O-59 + RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-563	LOW	browse-search-filter	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-564	LOW	tag-edit-popover	GLASS	O-row	O-59 [.u1]
UIA-V-565	LOW	tag-edit-popover	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-566	LOW	tag-edit-popover	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-567	LOW	tag-edit-popover	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-568	LOW	tag-edit-popover	GLASS	O-row	O-59 [.u1]
UIA-V-569	LOW	tag-edit-popover	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-570	LOW	tag-edit-popover	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-571	LOW	tag-edit-popover	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-572	LOW	version-history-drawer	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-573	LOW	version-history-drawer	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-574	LOW	version-history-drawer	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-575	LOW	version-history-drawer	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-576	LOW	version-history-drawer	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-577	LOW	version-history-drawer	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-578	LOW	flag-report-dialog	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-579	LOW	flag-report-dialog	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-580	LOW	flag-report-dialog	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-581	LOW	flag-report-dialog	GLASS	O-row	O-59 [.u1]
UIA-V-582	LOW	migrate-palettes-dialog	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-583	LOW	migrate-palettes-dialog	GLASS	O-row	O-59 [.u1]
UIA-V-584	LOW	migrate-palettes-dialog	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-585	LOW	migrate-palettes-dialog	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-586	LOW	migrate-palettes-dialog	CONSUMER	supplement	RESIDUE-U1 → SUPPLEMENT X-W12S [.u1]
UIA-V-587	LOW	extract-view	CONSUMER	supplement	RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-588	LOW	extract-view	CONSUMER	supplement	RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-589	LOW	extract-view	CONSUMER	supplement	RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-590	LOW	extract-view	CONSUMER	supplement	RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-591	LOW	extract-view	CONSUMER	supplement	RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-592	LOW	extract-view	CONSUMER	supplement	RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-593	LOW	extract-view	CONSUMER	supplement	RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-594	LOW	extract-view	GLASS+CONSUMER	O-row+supplement	O-59 + RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-595	LOW	mix-view	CONSUMER	supplement	RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-596	LOW	mix-view	CONSUMER	supplement	RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-597	LOW	mix-view	CONSUMER	supplement	RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-598	LOW	mix-view	CONSUMER	supplement	RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-599	LOW	generate-view	CONSUMER	supplement	RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-600	LOW	generate-view	CONSUMER	supplement	RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-601	LOW	generate-view	GLASS	O-row	O-59 [.u2]
UIA-V-602	LOW	generate-view	CONSUMER	supplement	RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-603	LOW	generate-view	CONSUMER	honest-RED/verdict	R-5 HOLD → X-W7L (repin removes seams) [.u2]
UIA-V-604	LOW	gradient-view	CONSUMER	supplement	RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-605	LOW	gradient-view	CONSUMER	supplement	RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-606	LOW	gradient-view	CONSUMER	supplement	RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-607	LOW	gradient-view	CONSUMER	supplement	RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-608	LOW	gradient-view	CONSUMER	supplement	RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-609	LOW	gradient-easing-authoring	CONSUMER	supplement	RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-610	LOW	gradient-easing-authoring	CONSUMER	supplement	RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-611	LOW	gradient-easing-authoring	CONSUMER	supplement	RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-612	LOW	gradient-easing-authoring	GLASS+CONSUMER	O-row+supplement	O-59 + RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-613	LOW	atmosphere-view	GLASS	O-row	O-59 [.u2]
UIA-V-614	LOW	atmosphere-view	CONSUMER	sha	72985b2c [.u2]
UIA-V-615	LOW	atmosphere-view	CONSUMER	supplement	RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-616	LOW	atmosphere-view	CONSUMER	supplement	RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-617	LOW	atmosphere-view	CONSUMER	supplement	RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-618	LOW	atmosphere-view	GLASS	O-row	O-59 [.u2]
UIA-V-619	LOW	blob-view	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-620	LOW	blob-view	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-621	LOW	blob-view	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-622	LOW	admin-users	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-623	LOW	admin-users	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-624	LOW	admin-users	CONSUMER	sha+supplement	b0c81878 (Prune inert while loading) · RESIDUE-U3 → SUPPLEMENT X-W12S (dimmed-rows refresh + Refresh loading) [.u3]
UIA-V-625	LOW	admin-users	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-626	LOW	admin-users	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-627	LOW	admin-users	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-628	LOW	admin-users	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-629	LOW	admin-users	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-630	LOW	admin-users	CONSUMER	sha	b0c81878 [.u3]
UIA-V-631	LOW	admin-users	CONSUMER	sha	426bf798 (icon-only rung: Delete user 44x44 at 390, measured probe-u3-admin-icons-run3/4) [.u3]
UIA-V-632	LOW	admin-users	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-633	LOW	admin-names	GLASS	O-row	O-59
UIA-V-634	LOW	admin-names	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-635	LOW	admin-names	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-636	LOW	admin-names	GLASS+CONSUMER	O-row+supplement	O-59 (glass half) · RESIDUE-U3 → SUPPLEMENT X-W12S (consumer half)
UIA-V-637	LOW	admin-audit	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-638	LOW	admin-audit	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-639	LOW	admin-audit	GLASS+CONSUMER	O-row+supplement	O-59 (glass half) · RESIDUE-U3 → SUPPLEMENT X-W12S (consumer half)
UIA-V-640	LOW	admin-audit	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-641	LOW	admin-audit	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-642	LOW	admin-audit	CONSUMER	sha	2d3799d7 (the pager and its aria-live region stay mounted through a page turn — measured probe-u3-audit-page) [.u3]
UIA-V-643	LOW	admin-audit	UNRESOLVED	O-row+honest-RED/verdict	VERDICT NOT-A-DEFECT (designed 5 s idle collapse) · HONEST-RED DOCK-COLLAPSED-FORM (O-65) [.u1]
UIA-V-644	LOW	admin-flagged	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-645	LOW	admin-flagged	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-646	LOW	admin-flagged	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-647	LOW	admin-flagged	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-648	LOW	admin-flagged	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-649	LOW	admin-flagged	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-650	LOW	admin-flagged	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-651	LOW	admin-tags	CONSUMER	sha	0223f1c6 [.u3]
UIA-V-652	LOW	admin-tags	CONSUMER	sha	0223f1c6 [.u3]
UIA-V-653	LOW	admin-tags	CONSUMER	sha	0223f1c6 [.u3]
UIA-V-654	LOW	admin-tags	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-655	LOW	admin-tags	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-656	LOW	not-found	CONSUMER	sha	b6f90b5c [.u3]
UIA-V-657	LOW	not-found	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-658	LOW	not-found	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-659	LOW	not-found	CONSUMER	sha	eeebabd9 [.u3]
UIA-V-660	LOW	not-found	GLASS+CONSUMER	O-row+supplement	O-59 (glass half) · RESIDUE-U3 → SUPPLEMENT X-W12S (consumer half)
UIA-V-661	LOW	not-found	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-662	LOW	not-found	CONSUMER	sha	7465354d (D5: the scene row is top-anchored under the route title, never viewport-centred) [.b, mapped by .u3]
UIA-V-663	LOW	pane-plates	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-664	LOW	pane-plates	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-665	LOW	pane-plates	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-666	LOW	pane-plates	GLASS	O-row	O-59
UIA-V-667	LOW	pane-plates	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-668	LOW	pane-plates	UNRESOLVED	O-row+honest-RED/verdict	VERDICT NOT-A-DEFECT (designed 5 s idle collapse) · HONEST-RED DOCK-COLLAPSED-FORM (O-65) [.u1]
UIA-V-669	LOW	pane-plates	GLASS	O-row	O-59
UIA-V-670	LOW	pane-plates	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-671	LOW	pointer-debug-overlay	CONSUMER	sha	e3d459de [.u3]
UIA-V-672	LOW	pointer-debug-overlay	CONSUMER	sha	e3d459de [.u3]
UIA-V-673	LOW	pointer-debug-overlay	CONSUMER	sha	e3d459de [.u3]
UIA-V-674	LOW	pointer-debug-overlay	CONSUMER	sha	e3d459de [.u3]
UIA-V-675	LOW	pointer-debug-overlay	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-676	LOW	pointer-debug-overlay	GLASS+CONSUMER	O-row+sha	e3d459de (consumer: --z-max clears --z-toggle 999 + teleported overlays) · O-59 (glass: --z-debug rung) [.u3]
UIA-V-H1	LOW	dock-color-input	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
UIA-V-H2	LOW	extract-view	CONSUMER	supplement	RESIDUE-U2 → SUPPLEMENT X-W12S [.u2]
UIA-V-H3	LOW	not-found	CONSUMER	supplement	RESIDUE-U3 → SUPPLEMENT X-W12S
